generation,pair,round_actions,payoffs,reasoning_A,reasoning_B,score_A,score_B
49,Agent_3-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
49,Agent_4-Agent_3,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
49,Agent_0-Agent_1,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Suspicious Tit-for-Tat: starting with defection,0,5
49,Agent_2-Agent_0,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
49,Agent_1-Agent_2,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
50,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: mirroring opponent's last move,5,0
50,Agent_1-Agent_3,D-D,1-1,Always Defect strategy,Random strategy: unpredictable decision,1,1
50,Agent_3-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
50,Agent_2-Agent_0,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: default cooperation",5,0
50,Agent_1-Agent_4,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
51,Agent_2-Agent_1,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
51,Agent_2-Agent_3,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
51,Agent_1-Agent_0,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Random strategy: unpredictable decision,0,5
51,Agent_2-Agent_3,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
51,Agent_4-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,Random strategy: unpredictable decision,3,3
52,Agent_1-Agent_0,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Random strategy: unpredictable decision,0,5
52,Agent_0-Agent_2,C-C,3-3,Always Cooperate strategy,Grim Trigger: continuing cooperation,3,3
52,Agent_4-Agent_3,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: starting with cooperation,3,3
52,Agent_4-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
52,Agent_1-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
53,Agent_0-Agent_0,C-D,0-5,Always Cooperate strategy,Random strategy: unpredictable decision,0,5
53,Agent_1-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Grim Trigger: continuing cooperation,5,0
53,Agent_0-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Grim Trigger: continuing cooperation,5,0
53,Agent_4-Agent_4,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Grim Trigger: continuing cooperation,3,3
53,Agent_2-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
54,Agent_2-Agent_0,C-C,3-3,Always Cooperate strategy,Random strategy: unpredictable decision,3,3
54,Agent_0-Agent_3,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
54,Agent_1-Agent_1,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Tit-for-Tat: starting with cooperation,3,3
54,Agent_4-Agent_0,C-C,3-3,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
54,Agent_4-Agent_2,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
55,Agent_0-Agent_0,C-C,3-3,Random strategy: unpredictable decision,"Win-Stay, Lose-Shift: default cooperation",3,3
55,Agent_1-Agent_3,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: default cooperation,3,3
55,Agent_2-Agent_3,C-C,3-3,Grim Trigger: continuing cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
55,Agent_1-Agent_2,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,1,1
55,Agent_2-Agent_4,C-C,3-3,Always Cooperate strategy,Grim Trigger: continuing cooperation,3,3
56,Agent_2-Agent_2,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
56,Agent_3-Agent_0,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Random strategy: unpredictable decision,3,3
56,Agent_1-Agent_4,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
56,Agent_0-Agent_1,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
56,Agent_3-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: repeating successful move",3,3
57,Agent_1-Agent_3,C-C,3-3,Generous Tit-for-Tat: default cooperation,Always Cooperate strategy,3,3
57,Agent_3-Agent_2,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Always Defect strategy,0,5
57,Agent_2-Agent_0,C-C,3-3,Tit-for-Tat: starting with cooperation,Random strategy: unpredictable decision,3,3
57,Agent_1-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
57,Agent_4-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
58,Agent_2-Agent_1,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
58,Agent_1-Agent_3,C-C,3-3,Random strategy: unpredictable decision,Always Cooperate strategy,3,3
58,Agent_2-Agent_0,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Always Cooperate strategy,3,3
58,Agent_3-Agent_0,C-C,3-3,Always Cooperate strategy,Random strategy: unpredictable decision,3,3
58,Agent_4-Agent_2,C-D,0-5,"Win-Stay, Lose-Shift: default cooperation",Always Defect strategy,0,5
59,Agent_2-Agent_2,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
59,Agent_2-Agent_1,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
59,Agent_3-Agent_0,C-C,3-3,Always Cooperate strategy,Grim Trigger: continuing cooperation,3,3
59,Agent_3-Agent_1,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
59,Agent_4-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: starting with cooperation,3,3
60,Agent_3-Agent_2,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
60,Agent_3-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,3,3
60,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
60,Agent_2-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,Always Cooperate strategy,3,3
60,Agent_0-Agent_3,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
61,Agent_2-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
61,Agent_1-Agent_2,C-C,3-3,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,3,3
61,Agent_0-Agent_0,D-D,1-1,Always Defect strategy,Random strategy: unpredictable decision,1,1
61,Agent_3-Agent_3,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
61,Agent_3-Agent_4,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: default cooperation,5,0
62,Agent_1-Agent_0,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: default cooperation,5,0
62,Agent_3-Agent_3,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Always Defect strategy,0,5
62,Agent_2-Agent_2,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
62,Agent_2-Agent_3,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
62,Agent_1-Agent_4,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
63,Agent_4-Agent_3,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
63,Agent_3-Agent_2,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
63,Agent_1-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Generous Tit-for-Tat: default cooperation,3,3
63,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
63,Agent_2-Agent_1,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
64,Agent_2-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
64,Agent_1-Agent_4,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Always Defect strategy,0,5
64,Agent_1-Agent_0,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: mirroring last move,5,0
64,Agent_2-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: default cooperation,3,3
64,Agent_3-Agent_0,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
65,Agent_4-Agent_1,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
65,Agent_0-Agent_1,D-D,1-1,Random strategy: unpredictable decision,Random strategy: unpredictable decision,1,1
65,Agent_2-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Generous Tit-for-Tat: mirroring last move,3,3
65,Agent_0-Agent_4,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
65,Agent_3-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
66,Agent_4-Agent_4,C-C,3-3,Always Cooperate strategy,Generous Tit-for-Tat: mirroring last move,3,3
66,Agent_0-Agent_3,C-C,3-3,Generous Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
66,Agent_4-Agent_2,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
66,Agent_1-Agent_2,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
66,Agent_3-Agent_2,C-C,3-3,Generous Tit-for-Tat: default cooperation,Tit-for-Tat: starting with cooperation,3,3
67,Agent_3-Agent_4,C-C,3-3,Random strategy: unpredictable decision,Generous Tit-for-Tat: mirroring last move,3,3
67,Agent_4-Agent_0,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: mirroring last move,5,0
67,Agent_3-Agent_4,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
67,Agent_1-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Tit-for-Tat: starting with cooperation,5,0
67,Agent_4-Agent_0,C-C,3-3,Always Cooperate strategy,Grim Trigger: continuing cooperation,3,3
68,Agent_1-Agent_3,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Always Defect strategy,0,5
68,Agent_4-Agent_3,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Random strategy: unpredictable decision,0,5
68,Agent_4-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Generous Tit-for-Tat: default cooperation,3,3
68,Agent_3-Agent_2,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
68,Agent_0-Agent_4,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
69,Agent_4-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
69,Agent_4-Agent_3,C-D,0-5,"Win-Stay, Lose-Shift: default cooperation",Always Defect strategy,0,5
69,Agent_1-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: repeating successful move",3,3
69,Agent_3-Agent_2,D-D,1-1,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: starting with defection,1,1
69,Agent_0-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
70,Agent_4-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Contrite Tit-for-Tat: default cooperation,3,3
70,Agent_1-Agent_1,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: repeating successful move",3,3
70,Agent_4-Agent_0,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Contrite Tit-for-Tat: default cooperation,3,3
70,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,Tit-for-Tat: mirroring opponent's last move,5,0
70,Agent_1-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,Always Cooperate strategy,3,3
71,Agent_0-Agent_1,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
71,Agent_4-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: mirroring last move,3,3
71,Agent_3-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
71,Agent_4-Agent_2,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move","Win-Stay, Lose-Shift: default cooperation",3,3
71,Agent_1-Agent_3,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
72,Agent_1-Agent_0,C-D,0-5,Generous Tit-for-Tat: mirroring last move,Always Defect strategy,0,5
72,Agent_2-Agent_0,C-C,3-3,Random strategy: unpredictable decision,Tit-for-Tat: starting with cooperation,3,3
72,Agent_4-Agent_3,D-C,5-0,Random strategy: unpredictable decision,Random strategy: unpredictable decision,5,0
72,Agent_3-Agent_3,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: mirroring opponent's last move,5,0
72,Agent_1-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: mirroring last move,3,3
73,Agent_0-Agent_3,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,Contrite Tit-for-Tat: default cooperation,3,3
73,Agent_4-Agent_3,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
73,Agent_1-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Random strategy: unpredictable decision,5,0
73,Agent_0-Agent_2,C-D,0-5,Always Cooperate strategy,Random strategy: unpredictable decision,0,5
73,Agent_4-Agent_0,C-D,0-5,Random strategy: unpredictable decision,Always Defect strategy,0,5
74,Agent_3-Agent_2,D-D,1-1,Always Defect strategy,Random strategy: unpredictable decision,1,1
74,Agent_2-Agent_4,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,0,5
74,Agent_1-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
74,Agent_0-Agent_0,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Always Defect strategy,1,1
74,Agent_3-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: mirroring opponent's last move,3,3
75,Agent_4-Agent_0,C-D,0-5,Random strategy: unpredictable decision,Random strategy: unpredictable decision,0,5
75,Agent_1-Agent_2,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: default cooperation",3,3
75,Agent_3-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: mirroring opponent's last move,3,3
75,Agent_3-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
75,Agent_4-Agent_3,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
76,Agent_0-Agent_3,C-C,3-3,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,3,3
76,Agent_2-Agent_3,C-D,0-5,"Win-Stay, Lose-Shift: repeating successful move",Always Defect strategy,0,5
76,Agent_4-Agent_1,C-C,3-3,Tit-for-Tat: starting with cooperation,Grim Trigger: continuing cooperation,3,3
76,Agent_0-Agent_1,C-D,0-5,Always Cooperate strategy,Suspicious Tit-for-Tat: starting with defection,0,5
76,Agent_3-Agent_2,C-D,0-5,Always Cooperate strategy,Random strategy: unpredictable decision,0,5
77,Agent_1-Agent_3,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
77,Agent_4-Agent_3,C-D,0-5,Generous Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
77,Agent_0-Agent_0,D-C,5-0,Random strategy: unpredictable decision,Random strategy: unpredictable decision,5,0
77,Agent_3-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
77,Agent_2-Agent_1,C-C,3-3,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
78,Agent_1-Agent_2,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
78,Agent_0-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: default cooperation",3,3
78,Agent_4-Agent_3,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
78,Agent_3-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Random strategy: unpredictable decision,3,3
78,Agent_2-Agent_2,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
79,Agent_2-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation","Win-Stay, Lose-Shift: repeating successful move",3,3
79,Agent_2-Agent_0,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
79,Agent_3-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,"Win-Stay, Lose-Shift: repeating successful move",3,3
79,Agent_4-Agent_1,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
79,Agent_1-Agent_3,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
80,Agent_2-Agent_4,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
80,Agent_3-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Generous Tit-for-Tat: default cooperation,3,3
80,Agent_0-Agent_3,C-D,0-5,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: starting with defection,0,5
80,Agent_1-Agent_2,D-C,5-0,Random strategy: unpredictable decision,"Win-Stay, Lose-Shift: repeating successful move",5,0
80,Agent_3-Agent_2,C-D,0-5,Grim Trigger: continuing cooperation,Always Defect strategy,0,5
81,Agent_3-Agent_3,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Suspicious Tit-for-Tat: mirroring opponent's move,3,3
81,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Contrite Tit-for-Tat: default cooperation,3,3
81,Agent_4-Agent_1,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Suspicious Tit-for-Tat: starting with defection,0,5
81,Agent_2-Agent_1,C-D,0-5,Always Cooperate strategy,Random strategy: unpredictable decision,0,5
81,Agent_0-Agent_2,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
82,Agent_2-Agent_1,C-D,0-5,Contrite Tit-for-Tat: default cooperation,Always Defect strategy,0,5
82,Agent_3-Agent_1,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Suspicious Tit-for-Tat: mirroring opponent's move,3,3
82,Agent_2-Agent_0,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: default cooperation",5,0
82,Agent_4-Agent_3,D-C,5-0,Random strategy: unpredictable decision,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
82,Agent_3-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,3,3
83,Agent_1-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
83,Agent_4-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Always Cooperate strategy,5,0
83,Agent_2-Agent_3,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,"Win-Stay, Lose-Shift: repeating successful move",5,0
83,Agent_2-Agent_1,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
83,Agent_3-Agent_4,C-C,3-3,Grim Trigger: continuing cooperation,Random strategy: unpredictable decision,3,3
84,Agent_1-Agent_3,D-C,5-0,Random strategy: unpredictable decision,Grim Trigger: continuing cooperation,5,0
84,Agent_4-Agent_2,C-C,3-3,Tit-for-Tat: starting with cooperation,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
84,Agent_0-Agent_3,C-D,0-5,Generous Tit-for-Tat: default cooperation,Random strategy: unpredictable decision,0,5
84,Agent_4-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: repeating successful move",3,3
84,Agent_1-Agent_2,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Always Cooperate strategy,3,3
85,Agent_4-Agent_0,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,"Win-Stay, Lose-Shift: default cooperation",3,3
85,Agent_1-Agent_3,D-D,1-1,Random strategy: unpredictable decision,Random strategy: unpredictable decision,1,1
85,Agent_4-Agent_3,C-C,3-3,Tit-for-Tat: mirroring opponent's last move,"Win-Stay, Lose-Shift: default cooperation",3,3
85,Agent_2-Agent_1,C-D,0-5,Suspicious Tit-for-Tat: mirroring opponent's move,Always Defect strategy,0,5
85,Agent_2-Agent_4,D-C,5-0,Always Defect strategy,Random strategy: unpredictable decision,5,0
86,Agent_0-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Always Cooperate strategy,5,0
86,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,"Win-Stay, Lose-Shift: repeating successful move",5,0
86,Agent_4-Agent_1,C-D,0-5,Tit-for-Tat: mirroring opponent's last move,Always Defect strategy,0,5
86,Agent_2-Agent_4,C-C,3-3,Always Cooperate strategy,Suspicious Tit-for-Tat: mirroring opponent's move,3,3
86,Agent_4-Agent_2,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
87,Agent_3-Agent_0,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
87,Agent_0-Agent_2,D-C,5-0,Always Defect strategy,Always Cooperate strategy,5,0
87,Agent_3-Agent_1,C-D,0-5,Tit-for-Tat: starting with cooperation,Always Defect strategy,0,5
87,Agent_1-Agent_4,C-C,3-3,Grim Trigger: continuing cooperation,Generous Tit-for-Tat: default cooperation,3,3
87,Agent_2-Agent_2,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
88,Agent_2-Agent_0,D-D,1-1,Always Defect strategy,Always Defect strategy,1,1
88,Agent_2-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
88,Agent_1-Agent_3,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
88,Agent_1-Agent_1,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Grim Trigger: continuing cooperation,3,3
88,Agent_3-Agent_4,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
89,Agent_3-Agent_2,D-C,5-0,Always Defect strategy,Generous Tit-for-Tat: default cooperation,5,0
89,Agent_2-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: starting with cooperation,3,3
89,Agent_0-Agent_4,C-C,3-3,"Win-Stay, Lose-Shift: default cooperation",Contrite Tit-for-Tat: default cooperation,3,3
89,Agent_1-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: starting with cooperation,3,3
89,Agent_1-Agent_0,C-C,3-3,Grim Trigger: continuing cooperation,Grim Trigger: continuing cooperation,3,3
90,Agent_2-Agent_4,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Contrite Tit-for-Tat: default cooperation,5,0
90,Agent_0-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,"Win-Stay, Lose-Shift: repeating successful move",3,3
90,Agent_4-Agent_1,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Tit-for-Tat: starting with cooperation,3,3
90,Agent_3-Agent_3,D-C,5-0,Always Defect strategy,Tit-for-Tat: starting with cooperation,5,0
90,Agent_2-Agent_1,C-C,3-3,Grim Trigger: continuing cooperation,Tit-for-Tat: mirroring opponent's last move,3,3
91,Agent_4-Agent_3,C-C,3-3,Contrite Tit-for-Tat: mirroring opponent's last move,Grim Trigger: continuing cooperation,3,3
91,Agent_4-Agent_1,C-C,3-3,Generous Tit-for-Tat: default cooperation,Always Cooperate strategy,3,3
91,Agent_0-Agent_2,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Always Cooperate strategy,5,0
91,Agent_3-Agent_2,D-C,5-0,Always Defect strategy,Suspicious Tit-for-Tat: mirroring opponent's move,5,0
91,Agent_0-Agent_0,C-C,3-3,"Win-Stay, Lose-Shift: repeating successful move",Generous Tit-for-Tat: mirroring last move,3,3
92,Agent_3-Agent_4,C-C,3-3,Grim Trigger: continuing cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
92,Agent_4-Agent_0,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: default cooperation",3,3
92,Agent_4-Agent_1,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
92,Agent_2-Agent_3,C-D,0-5,Generous Tit-for-Tat: default cooperation,Always Defect strategy,0,5
92,Agent_0-Agent_3,C-C,3-3,Suspicious Tit-for-Tat: mirroring opponent's move,Contrite Tit-for-Tat: default cooperation,3,3
93,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: default cooperation,Generous Tit-for-Tat: mirroring last move,3,3
93,Agent_1-Agent_2,D-D,1-1,Always Defect strategy,Random strategy: unpredictable decision,1,1
93,Agent_1-Agent_0,C-C,3-3,Generous Tit-for-Tat: default cooperation,Always Cooperate strategy,3,3
93,Agent_3-Agent_3,D-C,5-0,Always Defect strategy,Grim Trigger: continuing cooperation,5,0
93,Agent_3-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Contrite Tit-for-Tat: mirroring opponent's last move,3,3
94,Agent_4-Agent_4,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Generous Tit-for-Tat: mirroring last move,3,3
94,Agent_3-Agent_1,D-C,5-0,Random strategy: unpredictable decision,Contrite Tit-for-Tat: default cooperation,5,0
94,Agent_0-Agent_3,C-D,0-5,Always Cooperate strategy,Always Defect strategy,0,5
94,Agent_1-Agent_2,C-C,3-3,Generous Tit-for-Tat: mirroring last move,"Win-Stay, Lose-Shift: default cooperation",3,3
94,Agent_4-Agent_0,D-D,1-1,Always Defect strategy,Suspicious Tit-for-Tat: starting with defection,1,1
95,Agent_3-Agent_1,D-C,5-0,Suspicious Tit-for-Tat: starting with defection,Generous Tit-for-Tat: mirroring last move,5,0
95,Agent_3-Agent_2,D-C,5-0,Always Defect strategy,Contrite Tit-for-Tat: default cooperation,5,0
95,Agent_1-Agent_4,C-C,3-3,Contrite Tit-for-Tat: default cooperation,Generous Tit-for-Tat: mirroring last move,3,3
95,Agent_4-Agent_0,D-D,1-1,Suspicious Tit-for-Tat: starting with defection,Suspicious Tit-for-Tat: starting with defection,1,1
95,Agent_4-Agent_3,C-C,3-3,Generous Tit-for-Tat: mirroring last move,Random strategy: unpredictable decision,3,3
